name,SW,HMM,HD,HMM_corrected
VC_0097,NE,NE,0,NE
VC_0098,NE,NE,0,NE
VC_0099,NE,NE,0,NE
VC_0100,NE,NE,0,NE
VC_0101,n/a,NE,0,NE
VC_0102,n/a,NE,0,NE
VC_0103,NE,NE,0,NE
VC_0104,n/a,NE,0,NE
VC_0105,E,E,1,E
VC_0106,NE,NE,0,NE
VC_0107,n/a,NE,1,NE
VC_0108,D,E,1,E
VC_0109,n/a,NE,0,NE
VC_0110,n/a,NE,0,NE
VC_0111,E,E,1,E
VC_0112,NE,NE,0,NE
VC_0113,NE,NE,0,NE
VC_0114,NE,NE,0,NE
VC_0115,NE,NE,0,NE
VC_0116,NE,NE,0,NE
VC_0117,NE,NE,0,NE
VC_0118,NE,NE,0,NE
VC_0119,D,D,1,D
VC_0120,D,E,1,E
VC_0121,n/a,NE,0,NE
VC_0122,NE,NE,0,NE
VC_0123,NE,NE,0,NE
VC_0124,n/a,NE,0,NE
VC_0125,NE,NE,0,NE
VC_0126,NE,E,1,E
VC_0127,NE,NE,0,NE
VC_0128,NE,NE,0,NE
VC_0129,NE,NE,0,NE
VC_0130,NE,NE,0,NE
VC_0131,NE,NE,0,NE
VC_0132,NE,NE,0,NE
VC_0133,n/a,NE,0,NE
VC_0134,NE,NE,0,NE
VC_0135,NE,NE,0,NE
VC_0136,NE,NE,0,NE
VC_0137,NE,NE,0,NE
VC_0138,n/a,NE,0,NE
VC_0139,NE,NE,0,NE
VC_0140,NE,NE,0,NE
VC_0141,n/a,NE,0,NE
VC_0142,NE,NE,0,NE
VC_0143,E,S,1,S
VC_0144,NE,NE,0,NE
VC_0145,NE,NE,0,NE
VC_0146,NE,NE,0,NE
VC_0147,E,E,1,E
VC_0148,NE,NE,0,NE
VC_0149,NE,NE,0,NE
VC_0150,E,E,1,E
VC_0151,NE,NE,0,NE
VC_0152,NE,NE,0,NE
VC_0153,NE,NE,0,NE
VC_0154,NE,NE,0,NE
VC_0156,NE,NE,0,NE
VC_0157,NE,NE,0,NE
VC_0158,E,E,1,E
VC_0159,NE,NE,0,NE
VC_0160,Duplicated Gene,,,Duplicated Gene
VC_0161,NE,NE,0,NE
VC_0162,NE,NE,0,NE
VC_0163,n/a,NE,1,NE
VC_0164,NE,NE,0,NE
VC_0165,NE,NE,0,NE
VC_0166,NE,NE,0,NE
VC_0167,E,E,1,E
VC_0168,NE,NE,0,NE
VC_0169,n/a,S,0,S
VC_0170,NE,NE,0,NE
VC_0171,NE,NE,0,NE
VC_0172,NE,NE,0,NE
VC_0173,NE,NE,0,NE
VC_0174,NE,NE,0,NE
VC_0175,D,NE,0,NE
VC_0176,NE,NE,0,NE
VC_0177,NE,NE,0,NE
VC_0178,NE,NE,0,NE
VC_0179,NE,NE,0,NE
VC_0180,NE,NE,0,NE
VC_0181,NE,NE,0,NE
VC_0182,NE,NE,0,NE
VC_0183,D,S,0,S
VC_0184,NE,NE,0,NE
VC_0185,NE,NE,0,NE
VC_0186,NE,NE,0,NE
VC_0187,NE,NE,0,NE
VC_0188,NE,NE,0,NE
VC_0189,n/a,NE,0,NE
VC_0190,NE,NE,0,NE
VC_0191,NE,NE,0,NE
VC_0192,NE,NE,0,NE
VC_0193,n/a,NE,1,NE
VC_0194,NE,NE,0,NE
VC_0195,NE,NE,0,NE
VC_0196,NE,NE,0,NE
VC_0197,NE,NE,0,NE
VC_0198,NE,NE,0,NE
VC_0199,NE,NE,0,NE
VC_0200,NE,NE,0,NE
VC_0201,NE,NE,0,NE
VC_0202,NE,NE,0,NE
VC_0203,NE,NE,0,NE
VC_0204,NE,NE,0,NE
VC_0205,n/a,S,1,S
VC_0206,NE,NE,0,NE
VC_0207,NE,NE,0,NE
VC_0208,NE,NE,0,NE
VC_0209,NE,NE,0,NE
VC_0210,NE,NE,0,NE
VC_0211,NE,NE,0,NE
VC_0212,NE,NE,0,NE
VC_0213,E,E,1,E
VC_0214,NE,NE,0,NE
VC_0215,E,E,1,E
VC_0216,NE,NE,0,NE
VC_0217,NE,NE,0,NE
VC_0218,E,E,1,E
VC_0219,n/a,E,1,E
VC_0220,NE,NE,0,NE
VC_0221,NE,NE,0,NE
VC_0222,E,E,1,E
VC_0223,NE,NE,0,NE
VC_0224,NE,NE,0,NE
VC_0225,NE,NE,0,NE
VC_0226,n/a,NE,0,NE
VC_0227,E,E,1,E
VC_0228,D,S,1,S
VC_0229,D,NE,0,NE
VC_0230,NE,NE,0,NE
VC_0231,NE,NE,0,NE
VC_0232,NE,NE,0,NE
VC_0233,D,E,1,E
VC_0234,NE,NE,0,NE
VC_0235,NE,NE,0,NE
VC_0236,NE,NE,0,NE
VC_0237,D,S,0,S
VC_0238,D,S,1,S
VC_0239,NE,NE,0,NE
VC_0240,NE,NE,0,NE
VC_0241,NE,NE,0,NE
VC_0242,D,NE,0,NE
VC_0243,NE,NE,0,NE
VC_0244,NE,NE,0,NE
VC_0245,D,S,0,S
VC_0246,D,S,1,S
VC_0247,D,S,1,S
VC_0248,E,S,1,S
VC_0249,D,NE,0,NE
VC_0250,NE,NE,0,NE
VC_0251,D,NE,0,NE
VC_0252,NE,NE,0,NE
VC_0253,n/a,NE,0,NE
VC_0254,NE,NE,0,NE
VC_0255,n/a,E,1,E
VC_0256,Duplicated Gene,,,Duplicated Gene
VC_0257,Duplicated Gene,,,Duplicated Gene
VC_0258,D,S,1,S
VC_0259,D,S,1,S
VC_0260,NE,NE,0,NE
VC_0261,n/a,NE,0,NE
VC_0262,NE,NE,0,NE
VC_0263,NE,NE,0,NE
VC_0264,NE,NE,0,NE
VC_0265,NE,NE,0,NE
VC_0266,NE,NE,0,NE
VC_0267,NE,NE,0,NE
VC_0268,NE,NE,0,NE
VC_0269,NE,NE,0,NE
VC_0270,NE,NE,0,NE
VC_0271,NE,NE,0,NE
VC_0272,n/a,NE,0,NE
VC_0273,NE,NE,0,NE
VC_0274,NE,NE,0,NE
VC_0275,NE,NE,0,NE
VC_0276,NE,NE,0,NE
VC_0277,NE,NE,0,NE
VC_0278,NE,NE,0,NE
VC_0279,n/a,E,1,E
VC_0280,NE,NE,0,NE
VC_0281,NE,NE,0,NE
VC_0282,NE,NE,0,NE
VC_0283,NE,NE,0,NE
VC_0284,NE,NE,0,NE
VC_0285,NE,NE,0,NE
VC_0286,NE,NE,0,NE
VC_0287,NE,NE,0,NE
VC_0288,NE,NE,0,NE
VC_0289,NE,NE,0,NE
VC_0290,NE,NE,0,NE
VC_0291,NE,NE,0,NE
VC_0292,n/a,NE,0,NE
VC_0293,NE,NE,0,NE
VC_0294,n/a,NE,0,NE
VC_0295,D,E,1,E
VC_0296,D,D,1,D
VC_0297,NE,NE,0,NE
VC_0298,NE,NE,0,NE
VC_0299,NE,NE,0,NE
VC_0300,NE,NE,0,NE
VC_0301,n/a,NE,0,NE
VC_0302,NE,NE,0,NE
VC_0303,NE,NE,0,NE
VC_0304,NE,NE,0,NE
VC_0305,NE,NE,0,NE
VC_0306,NE,NE,0,NE
VC_0307,D,E,1,E
VC_0308,NE,NE,0,NE
VC_0309,D,S,1,S
VC_0311,NE,NE,0,NE
VC_0312,NE,NE,0,NE
VC_0313,n/a,S,1,S
VC_0314,Duplicated Gene,,,Duplicated Gene
VC_0315,E,E,1,E
VC_0316,n/a,NE,0,NE
VC_0317,NE,NE,0,NE
VC_0318,E,E,1,E
VC_0319,E,E,1,E
VC_0320,D,D,1,D
VC_0321,Duplicated Gene,,,Duplicated Gene
VC_0322,E,S,1,S
VC_0323,D,S,1,S
VC_0324,E,E,1,E
VC_0325,E,E,1,E
VC_0326,E,E,1,E
VC_0327,E,E,1,E
VC_0328,E,E,1,E
VC_0329,D,E,1,E
VC_0330,NE,NE,0,NE
VC_0331,NE,NE,0,NE
VC_0332,D,E,1,E
VC_0333,NE,NE,0,NE
VC_0334,NE,NE,0,NE
VC_0335,NE,NE,0,NE
VC_0336,E,E,1,E
VC_0337,NE,NE,0,NE
VC_0338,NE,NE,0,NE
VC_0339,E,E,1,E
VC_0340,D,E,1,E
VC_0341,E,E,1,E
VC_0342,NE,NE,0,NE
VC_0343,D,D,1,D
VC_0344,D,D,1,D
VC_0345,NE,NE,0,NE
VC_0346,NE,NE,0,NE
VC_0347,NE,NE,0,NE
VC_0348,NE,NE,0,NE
VC_0349,NE,NE,0,NE
VC_0350,NE,NE,0,NE
VC_0351,n/a,NE,0,NE
VC_0352,n/a,NE,0,NE
VC_0353,NE,NE,0,NE
