Gene_ID,Input_Reads_count_Normalized,Output_Reads_count_Normalized,P_Value,FC_IO,FC_OI
VC2160,7092,2017,0.003351765,3.52,0.2844
VCA0520,10398,2957,0.002589988,3.52,0.2844
VCA0740,9125,2600,0.006204105,3.51,0.2849
VC0698,15279,4363,0.000581406,3.5,0.2856
VC0848,17227,4927,0.000153956,3.5,0.286
VC0993,13585,3883,0.011048171,3.5,0.2858
VC2018,33199,9485,2.74541E-06,3.5,0.2857
VCA0084,15936,4557,1.78354E-05,3.5,0.2859
VC0881,9632,2775,0.000193892,3.47,0.2881
VC1250,6580,1895,0.000835621,3.47,0.288
VC2185,12207,3519,3.51198E-06,3.47,0.2883
VC2345,13038,3762,9.29545E-05,3.47,0.2885
VC0288,11111,3211,0.000134806,3.46,0.289
VC0201,32704,9516,0.000112665,3.44,0.291
VC0234,16694,4859,2.63635E-06,3.44,0.291
VC0518,9216,2686,0.001441752,3.43,0.2915
VC1392,13481,3929,0.000622855,3.43,0.2914
VCA0741,8118,2377,7.93732E-06,3.42,0.2928
VCA0839,8333,2440,5.48722E-06,3.42,0.2928
VC2675,12140,3556,9.56233E-06,3.41,0.2929
VC1564,8572,2521,2.71595E-06,3.4,0.2941
VC0287,22427,6650,0.000147656,3.37,0.2965
VC1269,4953,1469,0.840098905,3.37,0.2966
VC1275,11185,3318,0.003502642,3.37,0.2967
VCA0914,9727,2884,0.000893493,3.37,0.2965
VCA1044,5704,1704,0.000257976,3.35,0.2988
VC0630,12389,3722,0.004170989,3.33,0.3004
VCA0711,4197,1261,0.023413648,3.33,0.3004
VC1039,6412,1932,4.70701E-05,3.32,0.3013
VC1312,6446,1940,8.31762E-05,3.32,0.301
VC0346,22107,6676,1.19038E-05,3.31,0.302
VC0884,11933,3605,3.75826E-05,3.31,0.3021
VC1562,4117,1244,6.66216E-05,3.31,0.3022
VC2512,10103,3052,1.18643E-05,3.31,0.3021
VC2727,8545,2580,0.005561363,3.31,0.302
VCA0180,14074,4246,1.25354E-06,3.31,0.3017
VC2642,15716,4757,0.007406355,3.3,0.3027
VC0027,25464,7749,0.000186878,3.29,0.3043
VCA0938,7203,2191,3.67462E-07,3.29,0.3041
VCA0195,10791,3291,1.7963E-08,3.28,0.305
VCA0949,8913,2727,0.018378471,3.27,0.306
VC1160,10869,3330,5.83943E-05,3.26,0.3064
VC2298,7959,2450,8.92439E-06,3.25,0.3079
VC1673,3800,1173,3.2199E-06,3.24,0.3088
VCA0890,15862,4910,0.0005488,3.23,0.3096
VC1042,12989,4040,8.92709E-05,3.22,0.311
VC1817,13116,4078,0.001293152,3.22,0.3109
VCA0381,1,0,0.002506191,3.22,0.3106
VCA0481,7699,2393,0.000576635,3.22,0.3108
VCA0717,9174,2851,1.51307E-06,3.22,0.3108
VC1044,14550,4534,0.000286365,3.21,0.3116
VC1171,10096,3155,0.0011294,3.2,0.3125
VC1451,11901,3718,0.095534991,3.2,0.3124
VC0098,16829,5282,0.000153516,3.19,0.3139
VC1571,3214,1008,1.78123E-10,3.19,0.3136
VC1879,7773,2438,4.07304E-05,3.19,0.3137
VCA1039,5884,1844,0.001319787,3.19,0.3135
VC0316,12206,3843,0.00123342,3.18,0.3148
VC0725,12709,3997,8.80236E-07,3.18,0.3145
VC1203,7315,2300,0.000248937,3.18,0.3144
VC2682,12129,3820,0.001028842,3.18,0.3149
VCA0513,13781,4332,0.000194152,3.18,0.3143
VC2348,20922,6672,4.58545E-05,3.14,0.3189
VC1652,10585,3381,2.72713E-05,3.13,0.3194
VC2369,6590,2103,0.01225852,3.13,0.3191
VCA0705,12311,3937,0.016729305,3.13,0.3198
VC0767,11073,3556,0.000895075,3.11,0.3211
VCA0192,9235,2973,2.21268E-05,3.11,0.322
VCA0459,11055,3550,3.76538E-05,3.11,0.3211
VC1223,14846,4792,0.00018533,3.1,0.3228
VC0657,22526,7288,0.008940067,3.09,0.3235
VC1249,4932,1597,2.91664E-05,3.09,0.3238
VC0016,101,33,1.93811E-06,3.08,0.325
VC1279,8301,2697,0.018000121,3.08,0.3249
VC1424,5328,1734,0.000501573,3.07,0.3255
VCA0421,26525,8645,0.000207785,3.07,0.3259
VC2531,17333,5670,0.012786,3.06,0.3271
VC1379,9754,3195,0.022498298,3.05,0.3276
VC1627,9697,3181,0.000585392,3.05,0.328
VC2057,8750,2870,5.80138E-08,3.05,0.3281
VCA0673,7314,2401,0.146476613,3.05,0.3283
VC1151,7775,2559,0.03119747,3.04,0.3291
VC1615,11342,3738,0.008636683,3.03,0.3295
VCA0540,11049,3652,0.001436817,3.03,0.3305
VCA0591,3348,1104,6.48888E-06,3.03,0.3299
VC0711,12944,4293,0.000534796,3.02,0.3317
VC1057,6662,2205,0.000252058,3.02,0.3309
VC2359,18475,6109,0.00032986,3.02,0.3307
VC0179,20770,6905,0.000306997,3.01,0.3324
VC1102,12817,4251,0.023511012,3.01,0.3317
VC1163,9497,3160,0.005901442,3.01,0.3327
VC0447,23430,7826,0.012651959,2.99,0.334
VC1037,11802,3942,0.018363297,2.99,0.334
VCA1059,12516,4187,1.70518E-05,2.99,0.3345
VC0741,10294,3450,0.002261741,2.98,0.3352
VC1974,13344,4471,1.15504E-05,2.98,0.3351
VC2276,18653,6257,7.58355E-06,2.98,0.3354
VCA0406,5067,1705,0.002276613,2.97,0.3365
VCA1000,11080,3758,0.000447604,2.95,0.3392
VC0377,10322,3532,5.3739E-06,2.92,0.3422
VC1518,13623,4663,0.000113899,2.92,0.3423
VC2017,12714,4358,0.012947739,2.92,0.3428
VC0840,9350,3217,3.97752E-05,2.91,0.344
VC2291,15683,5396,0.028145281,2.91,0.3441
VC0125,22221,7666,0.000465589,2.9,0.345
VCA0682,12177,4213,3.3575E-07,2.89,0.346
VC1938,9724,3427,0.0019635,2.84,0.3524
VC2598,19608,6893,0.000150247,2.84,0.3515
VCA0703,8515,3001,0.054385991,2.84,0.3524
VC1870,4818,1704,0.029454641,2.83,0.3536
VCA0270,13263,4709,0.313825513,2.82,0.3551
VC2072,19401,6906,0.001136669,2.81,0.356
VC0629,23023,8219,0.001341052,2.8,0.357
VC2698,12751,4555,0.035766404,2.8,0.3573
VC2759,26756,9542,0.001150727,2.8,0.3566
VCA0519,11370,4065,0.017386157,2.8,0.3575
VCA0768,10854,3881,8.47988E-05,2.8,0.3575
VCA0599,8563,3069,1.30594E-06,2.79,0.3583
VC1540,12636,4547,8.26207E-05,2.78,0.3599
VC1629,11769,4238,0.037172989,2.78,0.3601
VC1905,10365,3725,1.39859E-05,2.78,0.3593
VC0093,19888,7182,0.001457972,2.77,0.3611
VC0942,10805,3899,0.000945844,2.77,0.3609
VC1059,13694,4937,0.000930015,2.77,0.3605
VC1077,8545,3090,0.001118146,2.77,0.3616
VC1304,8455,3049,8.16474E-05,2.77,0.3606
VC1844,8828,3192,2.32759E-06,2.77,0.3616
VC2395,4098,1477,2.18815E-05,2.77,0.3605
VCA0984,15370,5567,0.038556582,2.76,0.3622
VC0370,12901,4712,0.0016729,2.74,0.3652
VC0825,13632,4970,0.079094299,2.74,0.3646
VCA1026,9986,3647,0.021263679,2.74,0.3652
VCA1049,8156,2976,0.025381391,2.74,0.3649
VC0349,21663,7933,7.69399E-05,2.73,0.3662
VC2539,41607,15238,0.006741514,2.73,0.3663
VC1649,6059,2228,0.057240647,2.72,0.3677
VC2164,7865,2890,0.000776113,2.72,0.3674
VCA0989,11014,4055,5.42499E-05,2.72,0.3682
VC1549,8454,3129,5.58354E-05,2.7,0.3701
VC1717,10257,3799,1.11615E-07,2.7,0.3704
VCA0584,6381,2365,0.00185061,2.7,0.3706
VC2009,10654,3972,0.013563724,2.68,0.3728
VC2128,7098,2663,0.000899911,2.67,0.3752
VC2491,16954,6359,0.001408281,2.67,0.375
VC1666,12694,4770,0.000329161,2.66,0.3758
VCA0557,8736,3287,0.028693126,2.66,0.3763
VC2295,14079,5308,0.394863761,2.65,0.377
VC1544,13662,5180,0.4276144,2.64,0.3791
VC2362,14546,5505,0.004993172,2.64,0.3785
VCA0171,12877,4887,0.001898493,2.63,0.3795
VCA0341,19389,7363,0.000572072,2.63,0.3798
VC2106,5230,1998,0.00387777,2.62,0.3821
VCA0804,12284,4689,0.000311256,2.62,0.3817
VCA0884,9934,3785,0.000519613,2.62,0.381
VCA0131,12263,4718,0.009958133,2.6,0.3848
VC0427,11778,4552,0.010923358,2.59,0.3865
VC0973,10022,3885,2.43179E-06,2.58,0.3877
VC2049,17471,6761,0.00949414,2.58,0.387
VCA0507,33,13,0.000603672,2.58,0.3881
VC0717,11983,4658,0.00255715,2.57,0.3887
VC1865,13041,5076,0.007262057,2.57,0.3893
VCA0076,11050,4293,5.58575E-05,2.57,0.3885
VCA0234,10351,4032,7.65892E-05,2.57,0.3895
VCA0779,10653,4150,4.45086E-05,2.57,0.3896
VC0785,14642,5715,5.91217E-06,2.56,0.3903
VCA0102,7730,3021,1.31697E-05,2.56,0.3908
VCA0618,18541,7245,0.000157931,2.56,0.3907
VC1885,8375,3285,0.000220152,2.55,0.3923
VC0460,23895,9415,0.022381115,2.54,0.394
VC1375,10332,4072,0.030548312,2.54,0.3941
VC1758,9113,3585,9.0139E-05,2.54,0.3934
VC2065,7900,3112,0.004860289,2.54,0.3939
VCA0256,26964,10636,3.63877E-05,2.54,0.3945
VCA1008,10730,4225,0.002141693,2.54,0.3938
VC1251,1151,455,0.028314819,2.53,0.3952
VC1370,6502,2566,0.000933188,2.53,0.3946
VC1576,10845,4285,0.039447026,2.53,0.3952
VC2771,25812,10191,7.43636E-05,2.53,0.3948
VC1681,16667,6644,0.069789983,2.51,0.3986
VCA0099,13574,5415,9.2806E-05,2.51,0.3989
VCA0467,6472,2578,0.00016049,2.51,0.3984
VCA0554,4674,1865,4.89751E-05,2.51,0.3989
VCA1051,12020,4783,0.052615854,2.51,0.3979
VC2035,12902,5165,0.000576212,2.5,0.4003
VC1293,5826,2340,0.004962554,2.49,0.4015
VC1821,19058,7664,0.000488117,2.49,0.4021
VC2243,16930,6792,0.000508364,2.49,0.4012
VCA0471,8317,3337,0.006920134,2.49,0.4012
VC0036,16779,6791,1.38951E-05,2.47,0.4047
VC0544,10121,4104,0.000504118,2.47,0.4055
VC2309,14037,5675,0.032997081,2.47,0.4043
VC2548,10122,4105,0.001695726,2.47,0.4056
VC0628,17985,7304,0.101824396,2.46,0.4061
VC1434,10721,4358,0.003914626,2.46,0.4065
VC0499,17585,7166,9.74645E-05,2.45,0.4075
VC1734,7353,2998,0.005174541,2.45,0.4077
VC0528,18367,7519,0.04746964,2.44,0.4094
VC0578,19354,7935,0.000953025,2.44,0.41
VC1703,16303,6681,0.00605473,2.44,0.4098
VCA0037,14747,6051,0.004334774,2.44,0.4103
VCA0155,13649,5604,2.08624E-05,2.44,0.4106
VCA0593,7460,3054,0.009580351,2.44,0.4094
VCA0800,13065,5358,0.044117429,2.44,0.4101
VCA0987,12778,5241,0.002776354,2.44,0.4101
VCA0031,9052,3733,0.013197534,2.43,0.4124
VC2518,17400,7209,1.00454E-05,2.41,0.4143
VCA0109,14358,5949,0.006173443,2.41,0.4143
VC1542,11369,4741,0.000100965,2.4,0.417
VCA0006,5098,2121,1.76258E-05,2.4,0.4161
VC1186,8635,3614,0.076431551,2.39,0.4186
VCA0029,13620,5688,0.004023443,2.39,0.4176
VC1951,12147,5105,0.000161097,2.38,0.4202
VC1162,8528,3596,0.004329476,2.37,0.4216
VC1769,9874,4171,0.02338142,2.37,0.4224
VC0927,18627,7889,0.010633603,2.36,0.4235
VC1641,6398,2707,0.014978646,2.36,0.4232
VC0793,18916,8037,0.007957396,2.35,0.4249
VC2066,3003,1278,0.877107075,2.35,0.4256
VC2146,7360,3134,0.092273353,2.35,0.4258
VC1111,14130,6036,0.009163011,2.34,0.4272
VCA0556,10712,4574,0.070879142,2.34,0.427
VC0946,9036,3884,0.01738699,2.33,0.4299
VC1082,12712,5463,0.027593288,2.33,0.4298
VC2204,11404,4890,0.285886948,2.33,0.4288
VCA0714,9077,3890,0.021094911,2.33,0.4285
VC1038,14723,6350,0.079982675,2.32,0.4313
VC1148,10899,4688,0.000345803,2.32,0.4302
VC1643,9939,4283,1.57102E-06,2.32,0.4309
VC1796,5566,2403,0.006702606,2.32,0.4318
VC1956,7226,3111,0.01868917,2.32,0.4305
VC0076,12292,5314,6.4735E-06,2.31,0.4323
VC0146,6791,2942,0.001411691,2.31,0.4332
VC1411,11994,5199,0.010398327,2.31,0.4335
VCA0425,8026,3470,0.085962901,2.31,0.4324
VCA0633,6147,2664,0.532925,2.31,0.4334
VCA0691,12172,5269,0.022923575,2.31,0.4329
VC1145,667,290,0.000721139,2.3,0.4349
VC1509,8409,3652,0.006235654,2.3,0.4343
VC1754,10364,4502,0.000746207,2.3,0.4344
VCA0821,13988,6081,7.94618E-05,2.3,0.4347
VC0087,14691,6410,0.005071543,2.29,0.4363
VC0619,12276,5351,0.308035709,2.29,0.4359
VC0728,13537,5907,0.002345194,2.29,0.4364
VC1784,10026,4376,0.002944303,2.29,0.4364
VCA0293,22193,9672,0.810382035,2.29,0.4358
VCA0420,12427,5425,0.011872153,2.29,0.4365
VCA0581,8087,3525,0.052342359,2.29,0.4359
VCA1109,10360,4516,8.36785E-05,2.29,0.4359
VC0851,105,46,0.092730837,2.28,0.4382
VC1056,14224,6226,0.068530796,2.28,0.4377
VC1628,9131,4011,0.000696415,2.28,0.4393
VC1949,12549,5502,0.019601522,2.28,0.4385
VC1971,17495,7685,0.006552268,2.28,0.4392
VC0559,13078,5769,0.01341219,2.27,0.4411
VC1360,10985,4845,0.007659372,2.27,0.441
VC1868,9313,4109,0.00031307,2.27,0.4412
VC1125,5316,2352,0.000630062,2.26,0.4424
VC1353,32838,14537,0.007647259,2.26,0.4427
VC2064,8971,3975,0.004921861,2.26,0.4432
VCA0033,14161,6278,0.04549498,2.26,0.4434
VC1011,12368,5493,1.14223E-05,2.25,0.4441
VC2289,7154,3180,0.077604994,2.25,0.4445
VCA0083,13142,5849,1.1274E-05,2.25,0.4451
VCA0909,13600,6056,1.99938E-05,2.25,0.4453
VC1258,3520,1572,0.150489507,2.24,0.4464
VC1458,98073,43746,0.009268905,2.24,0.4461
VC1783,10935,4888,0.000677236,2.24,0.447
VC2113,11153,4980,0.055213386,2.24,0.4465
VC2290,12166,5443,0.065393114,2.24,0.4474
VCA0262,9614,4292,0.078171393,2.24,0.4465
VC1675,9038,4049,0.001875107,2.23,0.448
VC2283,19325,8664,0.006876691,2.23,0.4483
VCA0073,19519,8759,0.037035363,2.23,0.4488
VCA0663,5902,2647,0.091139319,2.23,0.4485
VCA0679,3036,1366,0.106191375,2.22,0.4498
VC0062,13584,6140,0.009926886,2.21,0.452
VC0067,10228,4622,0.00686989,2.21,0.4519
VC1814,6233,2816,0.00370747,2.21,0.4518
VC1365,11676,5306,0.000340318,2.2,0.4544
VC1512,15229,6917,0.005562449,2.2,0.4542
VC2019,5111,2323,0.001697056,2.2,0.4545
VC2342,14353,6524,0.102978962,2.2,0.4546
VC1207,10261,4693,0.098254387,2.19,0.4574
VC1745,10651,4864,7.88333E-05,2.19,0.4566
VCA0197,9996,4559,6.80084E-06,2.19,0.4561
VCA0516,3326,1518,0.000138112,2.19,0.4564
VCA1023,7313,3332,0.005998324,2.19,0.4557
VC0333,20423,9352,0.000173773,2.18,0.4579
VC1101,12379,5675,5.38422E-06,2.18,0.4584
VCA0723,5758,2636,0.00160369,2.18,0.4577
VCA0226,8818,4065,0.001386366,2.17,0.461
VCA0634,12494,5755,0.113729488,2.17,0.4606
VC0304,23403,10843,0.000179374,2.16,0.4633
VC0489,12427,5744,1.7876E-08,2.16,0.4622
VC0823,9038,4175,0.022279505,2.16,0.462
VCA0119,13491,6245,0.108289302,2.16,0.4629
VCA0460,5719,2648,0.000688172,2.16,0.4629
VC1334,6519,3026,0.019493268,2.15,0.4642
VC1438,4816,2243,0.127249608,2.15,0.4658
VCA0822,5707,2660,0.121410284,2.15,0.4662
VC0777,7763,3635,0.092270343,2.14,0.4682
VCA0454,19725,9218,0.000786454,2.14,0.4673
VCA0602,11751,5503,0.005404192,2.14,0.4683
VCA0865,12759,5975,0.07304781,2.14,0.4683
VCA1090,15591,7301,0.209640236,2.14,0.4683
VC1901,11148,5223,0.012411476,2.13,0.4685
VCA0177,4320,2026,0.001177744,2.13,0.469
VC2047,1321,623,0.077623404,2.12,0.4717
VC2538,20297,9584,2.3105E-05,2.12,0.4722
VCA1095,10867,5126,0.086428177,2.12,0.4717
VC0229,14320,6771,0.102699066,2.11,0.4728
VC0989,6463,3059,0.083972536,2.11,0.4734
VC2085,9941,4714,0.00055461,2.11,0.4742
VCA0021,7330,3476,0.059920578,2.11,0.4742
VC0361,16089,7679,0.011211904,2.1,0.4773
VC1454,3744,1780,0.009605394,2.1,0.4755
VC2144,17009,8114,0.118366861,2.1,0.477
VC2325,14458,6895,0.011604039,2.1,0.4769
VC2569,8134,3869,3.28378E-05,2.1,0.4756
VCA0464,5871,2792,0.026660477,2.1,0.4755
VCA0542,13037,6197,0.000171584,2.1,0.4753
VCA0653,12061,5750,0.002000765,2.1,0.4768
VCA1024,10200,4867,0.003802304,2.1,0.4771
VC0365,12551,6017,0.045118232,2.09,0.4794
VC0810,7191,3440,0.000416392,2.09,0.4783
VC0816,9636,4616,0.028852792,2.09,0.4791
VC1184,11069,5301,0.056866591,2.09,0.4789
VC1770,5401,2581,2.36342E-05,2.09,0.4779
VCA0088,5502,2637,0.048190469,2.09,0.4792
VC0021,20426,9820,0.000634779,2.08,0.4807
VC1244,17309,8327,0.015437667,2.08,0.4811
VC1394,5022,2418,0.000430712,2.08,0.4814
VC1401,5932,2852,0.000617602,2.08,0.4807
VC1736,8597,4124,0.047300357,2.08,0.4797
VCA0881,12621,6081,0.013979474,2.08,0.4818
VC1173,13627,6593,5.0546E-05,2.07,0.4838
VC1771,8128,3926,0.013933531,2.07,0.4831
VC2701,18364,8861,0.082875181,2.07,0.4825
VCA0726,15360,7435,0.002724586,2.07,0.4841
VCA1091,7252,3506,0.072758001,2.07,0.4835
VC0553,12905,6262,0.017724975,2.06,0.4852
VC0813,10115,4906,0.004141481,2.06,0.485
VC1623,10713,5199,0.003550882,2.06,0.4853
VC1711,8172,3976,0.299698702,2.06,0.4866
VCA0126,10845,5262,0.000752179,2.06,0.4852
VC1929,14565,7108,0.005453145,2.05,0.488
VC2446,23559,11509,0.001365744,2.05,0.4885
VCA1038,11595,5663,0.050376452,2.05,0.4884
VC1234,12376,6063,0.11379243,2.04,0.4899
VC1820,6045,2962,0.002555055,2.04,0.49
VCA0062,4532,2224,0.147251019,2.04,0.4908
VCA0121,8383,4118,0.008289184,2.04,0.4913
VCA0484,6944,3408,0.000659291,2.04,0.4908
VC0581,10294,5067,0.212599534,2.03,0.4922
VC1651,7373,3637,4.54103E-05,2.03,0.4933
VC2231,13430,6620,0.070114603,2.03,0.4929
VC2516,12853,6326,0.003334351,2.03,0.4922
VCA0113,13321,6551,1.42519E-05,2.03,0.4918
VCA0745,15773,7761,0.106875457,2.03,0.4921
VC0204,28588,14140,0.017274381,2.02,0.4946
VC1325,18572,9183,0.026994315,2.02,0.4944
VCA0906,11746,5829,0.015885081,2.02,0.4963
VC0455,15979,7947,0.006416892,2.01,0.4973
VC0595,19134,9534,0.012187717,2.01,0.4982
VC1740,21494,10717,0.011002312,2.01,0.4986
VC1994,15567,7761,0.001440797,2.01,0.4985
VCA0436,6788,3373,0.107501313,2.01,0.4969
VC0896,12115,6052,0.001417534,2,0.4996
VC2660,12014,5999,5.10377E-05,2,0.4993
VCA0702,5669,2829,0.023276655,2,0.4991
VCA0727,11416,5720,0.016109702,2,0.501
VCA0863,11601,5802,0.007690696,2,0.5002
VCA0902,10798,5390,0.010587678,2,0.4992
VCA1047,7196,3600,0.121546914,2,0.5003
VC0803,10877,5454,0.016055122,1.99,0.5014
VC1377,5882,2956,0.078466416,1.99,0.5025
VC1635,10715,5390,0.001541575,1.99,0.503
VC2340,6278,3157,3.59941E-05,1.99,0.5029
VCA0053,2145,1079,0.047512687,1.99,0.5033
VCA0609,14116,7095,0.000116447,1.99,0.5026
VCA0759,13724,6884,5.59843E-07,1.99,0.5016
VC1408,3419,1723,0.0019265,1.98,0.504
VC2115,11890,6016,0.05730733,1.98,0.5059
VCA0307,7489,3789,0.129714821,1.98,0.5059
VCA0537,11853,5977,0.021406555,1.98,0.5043
VC0026,17139,8722,0.009234514,1.97,0.5089
VC0301,16594,8432,0.075394972,1.97,0.5081
VC1786,12778,6497,0.000743768,1.97,0.5084
VC2287,16820,8548,0.001520497,1.97,0.5082
VC2379,9457,4800,1.19078E-05,1.97,0.5076
VCA0795,4326,2197,4.5003E-05,1.97,0.5079
VC0262,6273,3196,0.001385954,1.96,0.5096
VC1179,16048,8195,0.001178036,1.96,0.5106
VCA0366,7975,4064,0.057324216,1.96,0.5096
VCA1071,9932,5065,0.087586675,1.96,0.51
VC0665,17853,9137,0.058778117,1.95,0.5118
VC0667,17997,9206,0.001854112,1.95,0.5115
VC1084,8783,4507,1.3794E-05,1.95,0.5132
VC1235,9710,4978,0.00052836,1.95,0.5126
VC1280,9146,4691,0.001706801,1.95,0.5129
VC1499,7337,3755,0.177466286,1.95,0.5118
VC1519,9578,4915,0.015501813,1.95,0.5131
VCA0608,12696,6525,0.000305431,1.95,0.514
VC0344,11820,6105,0.005556249,1.94,0.5165
VC0792,13859,7140,0.002298204,1.94,0.5152
VC1386,8855,4560,0.001310377,1.94,0.515
VCA0325,13280,6844,0.000720609,1.94,0.5154
VCA0731,7316,3763,0.003962932,1.94,0.5143
VCA1077,12362,6360,0.116574898,1.94,0.5145
VC1150,10763,5583,0.008672596,1.93,0.5187
VCA0147,11878,6151,0.000840126,1.93,0.5179
VCA0358,6302,3258,0.006591058,1.93,0.517
VC1005,16128,8383,0.000107971,1.92,0.5197
VC1423,9139,4751,0.020705758,1.92,0.5199
VC2316,17936,9362,0.004492659,1.92,0.522
VC2417,15541,8085,0.010031493,1.92,0.5203
VC2472,9255,4810,0.001604714,1.92,0.5198
VC2481,9707,5059,5.70836E-07,1.92,0.5211
VC2540,31878,16600,0.001462815,1.92,0.5207
VCA0574,1978,1030,4.49069E-05,1.92,0.5206
VCA0637,11566,6019,0.180286035,1.92,0.5204
VCA0640,23089,12019,0.04692693,1.92,0.5206
VCA1001,13831,7211,0.687527776,1.92,0.5213
VC0291,5780,3021,0.009952407,1.91,0.5226
VC0677,9217,4814,0.098878571,1.91,0.5223
VC0683,21045,11016,0.00127517,1.91,0.5234
VC1621,6747,3538,0.173512209,1.91,0.5244
VC0063,18436,9709,0.03598091,1.9,0.5266
VC0124,25875,13621,0.002656495,1.9,0.5264
VC0437,12538,6615,0.028014864,1.9,0.5276
VC0452,16943,8907,0.048284485,1.9,0.5257
VC1917,8844,4667,0.014778034,1.9,0.5277
VC2617,27844,14621,0.898688872,1.9,0.5251
VCA0561,6333,3336,0.001425427,1.9,0.5267
VCA0783,12251,6446,0.001070047,1.9,0.5261
VC0019,23380,12350,0.000907049,1.89,0.5282
VC0053,15860,8386,0.158802036,1.89,0.5288
VC0530,12656,6707,0.013666002,1.89,0.5299
VC1603,10835,5718,0.009171017,1.89,0.5278
VCA0268,9664,5120,0.163886923,1.89,0.5298
VCA0721,9678,5130,0.003740966,1.89,0.5301
VCA0926,10350,5488,0.000321921,1.89,0.5302
VCA0979,7433,3941,0.006735939,1.89,0.5303
VC0210,20769,11066,0.135923611,1.88,0.5328
VC1965,12988,6910,0.000225797,1.88,0.532
VCA0130,4442,2361,2.17014E-06,1.88,0.5315
VCA0181,11121,5917,0.040693058,1.88,0.5321
VC0588,10936,5856,0.035217465,1.87,0.5354
VC1583,14777,7883,0.010281364,1.87,0.5335
VCA0345,5671,3055,0.078821154,1.86,0.5387
VCA0351,6750,3634,0.186052315,1.86,0.5384
VC0136,11846,6398,0.09607297,1.85,0.5401
VC0163,3702,2005,0.00512546,1.85,0.5417
VC0673,12329,6669,0.005334454,1.85,0.5409
VC2476,11410,6170,0.059037226,1.85,0.5407
VCA0212,10699,5771,2.53072E-06,1.85,0.5394
VCA0527,12657,6855,0.004261081,1.85,0.5415
VCA0650,11399,6158,0.007389157,1.85,0.5402
VC0170,12988,7072,0.139009477,1.84,0.5445
VC0879,11088,6019,0.003466587,1.84,0.5428
VC1461,102888,55810,0.013346519,1.84,0.5424
VC1973,12924,7034,1.35466E-05,1.84,0.5443
VCA0449,50147,27251,0.220921264,1.84,0.5434
VC0863,10974,5990,0.036716263,1.83,0.5459
VC2118,12621,6910,0.175149071,1.83,0.5475
VC2556,7629,4169,7.56016E-05,1.83,0.5464
VC2559,9744,5317,0.033336431,1.83,0.5456
VC0217,7831,4311,0.000231104,1.82,0.5505
VC0442,16200,8878,2.71233E-06,1.82,0.548
VC0936,11965,6581,0.228809819,1.82,0.55
VC0994,17289,9525,0.172534157,1.82,0.5509
VC1090,9034,4962,0.016102099,1.82,0.5492
VC1976,17122,9405,0.008614675,1.82,0.5493
VCA0179,13525,7414,0.012744766,1.82,0.5482
VCA0318,9400,5172,0.034913413,1.82,0.5502
VCA0468,8132,4457,0.001635992,1.82,0.5481
VCA0506,7435,4082,0.023453812,1.82,0.5491
VC1420,3158,1747,0.399606507,1.81,0.5533
VC1677,9036,4990,0.002178657,1.81,0.5522
VCA0451,3894,2149,0.204543641,1.81,0.5519
VCA0518,16103,8895,0.004222581,1.81,0.5524
VC0317,6792,3777,0.027845811,1.8,0.5561
VC0476,22174,12289,0.000514586,1.8,0.5542
VC0613,60779,33701,3.72503E-05,1.8,0.5545
VC0754,9696,5399,0.033658126,1.8,0.5568
VC1962,10531,5837,0.128255518,1.8,0.5543
VCA0426,13792,7668,0.163433728,1.8,0.556
VCA0931,11360,6314,0.025600877,1.8,0.5558
VC0687,21610,12074,0.152762893,1.79,0.5587
VC0784,17389,9710,0.017454213,1.79,0.5584
VC0935,12090,6761,0.001152166,1.79,0.5592
VC1051,8150,4544,0.000156099,1.79,0.5576
VC1772,7282,4073,0.053887892,1.79,0.5594
VC1907,10015,5582,0.241341374,1.79,0.5574
VC2353,12968,7255,0.030356176,1.79,0.5594
VC2544,4818,2694,0.023446054,1.79,0.5592
VC2725,2345,1313,0.06136641,1.79,0.5598
VCA0066,15387,8587,0.000191987,1.79,0.558
VCA0706,7026,3918,0.242003944,1.79,0.5577
VCA1053,11958,6676,0.001047329,1.79,0.5583
VC0165,22032,12356,0.000795846,1.78,0.5608
VC0483,8944,5034,0.090546666,1.78,0.5628
VC1282,9071,5104,0.008689579,1.78,0.5627
VC1778,22355,12550,0.000949998,1.78,0.5614
VC1984,32849,18504,0.008342529,1.78,0.5633
VC2758,7872,4434,0.875326839,1.78,0.5633
VCA0753,16324,9166,0.177251787,1.78,0.5615
VCA0986,8323,4685,0.047729753,1.78,0.5629
VC0188,17570,9948,0.012960067,1.77,0.5662
VC0651,15504,8740,0.023084381,1.77,0.5637
VC1899,13396,7578,0.002984654,1.77,0.5657
VC2201,9243,5225,0.244500273,1.77,0.5653
VC2745,15870,8983,0.169125565,1.77,0.566
VC2773,18715,10597,0.000239559,1.77,0.5662
VCA0007,17132,9681,0.252390261,1.77,0.5651
VCA0514,7667,4320,0.002768682,1.77,0.5634
VC0776,17621,9998,0.259779706,1.76,0.5674
VC0990,9541,5431,0.001489584,1.76,0.5693
VC1311,12541,7108,0.005006189,1.76,0.5668
VC1500,10022,5695,0.225306235,1.76,0.5682
VCA0118,19127,10884,5.71979E-07,1.76,0.5691
VC0172,12994,7433,0.00149863,1.75,0.572
VC0543,15605,8911,0.126282721,1.75,0.571
VC1031,6201,3534,0.025003981,1.75,0.5699
VC1501,11544,6591,0.002547118,1.75,0.5709
